Title,roomicons,Title1,singleroomtext,Title2,furareea,furareea6,furareea7
"500,000",6,MINI FLAT FLAT / APARTMENT FOR RENT,"Off Commercial Avenue, Sabo, Yaba. Sabo Yaba Lagos",Spacious Miniflat , beds, baths, Toilets
"500,000",6,1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT,Ago last bustop Isolo Lagos,Brand New Room And Parlour Self Contained,1 beds,2 baths,2 Toilets
"4,000,000",8,3 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT, Lekki Phase 1 Lekki Lagos,A Commercial 4 Units Of 3 Bedroom Apartment,3 beds,3 baths,3 Toilets
"4,800,000",10,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT, Lekki Phase 1 Lekki Lagos,A Fully Serviced 4 Bedroom Terrace Duplex,4 beds,4 baths,4 Toilets
"30,000,000",6,10 BEDROOM HOTEL/GUEST HOUSE COMMERCIAL PROPERTY FOR RENT,Omole Phase 1 Agidingbi Ikeja Lagos,A Newly Renovated Hotel For Lease,10 beds,10 baths,10 Toilets
"600,000",2,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,"Off Murtala Mohammed Way, Yaba, Lagos. Adekunle Yaba Lagos",24 Square Meters Open Plan Commercial/Office Space, beds, baths, Toilets
"1,200,000",15,MINI FLAT FLAT / APARTMENT FOR RENT,Chief Yesufu Abiodun Oniru Road Oniru Victoria Island Lagos,Luxury Mini Flat with Excellent Finishing in a Serene Neighbourhood , beds, baths, Toilets
"1,200,000",14,2 BEDROOM FLAT / APARTMENT FOR RENT, Akoka Yaba Lagos,Tastefully Built 2 Bedroom Apartment For Rent At Akoka Yaba ,2 beds,2 baths,3 Toilets
"3,000,000",26,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,U3 Estate Lekki Lagos,Delicious Fully Furnished Mini Flat For Rent At U3 Estate. Lekki,1 beds,1 baths,1 Toilets
"1,200,000",9,5 BEDROOM OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,"Off Hebert Macaulay Way, Close to Alagomeji B/Stop Alagomeji Yaba Lagos",5-Rooms Office Space ,5 beds, baths,2 Toilets
"2,000,000",18,3 BEDROOM FLAT / APARTMENT FOR RENT,"Lavender Court, Off Herbert Macaulay Way, Yaba, Lagos. Yaba Lagos",Newly Built & Serviced 3 Bedroom Flat + 1 Room Bq (Upstairs),3 beds,3 baths,4 Toilets
"4,500,000",16,3 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT, Lekki Phase 1 Lekki Lagos,3 Bedroom Apartment With Bq,3 beds,3 baths,4 Toilets
"450,000",8,3 BEDROOM FLAT / APARTMENT FOR RENT,Abiola Estate Alaja Road Ayobo Ayobo Ipaja Lagos, Executive 3 Bedroom Flat ,3 beds,0 baths,0 Toilets
"1,600,000",6,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Chivita Ajao Estate Isolo Lagos,Decent 4 bedroom semi detached duplex with Bq 1.6M (Negotiable) ,4 beds,5 baths,4 Toilets
"4,000,000",4,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Babs Animashaun Street Surulere Lagos, Newly built setback5 rooms office space bungalow can take 18 cars , beds, baths, Toilets
"250,000",3,1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT, Ogba Lagos,Very Clean Self Contain For Rent At Ogba,1 beds,1 baths,1 Toilets
"4,500,000",32,4 BEDROOM FLAT / APARTMENT FOR RENT,Landbridge Avenue Oniru Victoria Island Lagos,Luxury 4 Bedroom Terrace +BQ with Excellent Finishing in a Serene Neighbourhood ,4 beds,5 baths,6 Toilets
"2,600,000",13,4 BEDROOM FLAT / APARTMENT FOR RENT,Off Fola Osibo Lekki Phase 1 Lekki Lagos,Spacious 3 Bedroom Apartment At Lekki 1,4 beds,3 baths,4 Toilets
"500,000",9,1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT,Abiodun road Ogudu Ogudu Lagos,Brand New Mini Flat For Rent At Abiodun Road Ogudu,1 beds,1 baths,1 Toilets
"700,000",4,2 BEDROOM FLAT / APARTMENT FOR RENT,Fashoro Idi Araba Surulere Lagos,Newly Renovated 2bedroom Bq,2 beds,1 baths,1 Toilets
"700,000",18,2 BEDROOM FLAT / APARTMENT FOR RENT,Joseph Avenue Sangotedo Lagos,Newly Built 2 Bedroom Flats With Excellent Finishing,2 beds,2 baths,3 Toilets
"2,000,000",29,3 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,mobil road Ilaje Ajah Lagos,A Newly 3 Bedroom Semi Detached Duplex,3 beds,3 baths,3 Toilets
"1,000,000",1,2 BEDROOM FLAT / APARTMENT FOR RENT, Ilaje Ajah Lagos,Decent 2 Bedroom Apartment For Rent At Ilaje. Ajah ,2 beds, baths, Toilets
"3,000,000",26,3 BEDROOM FLAT / APARTMENT FOR RENT,Off Palace Road Oniru Victoria Island Lagos, 3 Bedroom Luxury Apartment with Excellent Finishing,3 beds,3 baths,4 Toilets
"1,200,000",10,3 BEDROOM FLAT / APARTMENT FOR RENT,"Alagomeji, Yaba. Alagomeji Yaba Lagos",3 Bedroom All Rooms Ensuite + 1 Guest Room,3 beds,3 baths,4 Toilets
"950,000",3,2 BEDROOM FLAT / APARTMENT FOR RENT,Off babs animashaun rd Surulere Lagos,Standard 6 Units Of 2 Bedrooms And Mini Flats Apartment Available for Rent Off Babs Animashaun Street. Surulere ,2 beds,2 baths,3 Toilets
"4,500,000",20,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,LANDBRIDGE AVENUE Oniru Victoria Island Lagos,Luxury 4 Bedroom Duplex with 2 Sitting Rooms & BQ ,4 beds,5 baths,6 Toilets
"2,500,000,000",16,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Balogun close off sholanke road Ajao Estate Isolo Lagos,Decent 4 BEDROOM semi detched DUPLEX with Bq2.5m ,4 beds,4 baths,4 Toilets
"2,000,000",15,3 BEDROOM FLAT / APARTMENT FOR RENT,Off Oba Kusenla road Ikate Lekki Lagos,New 3 Bedroom Apartment+ BQ,3 beds,3 baths,4 Toilets
"9,000,000",14,4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Osborne phase 2 Osborne Foreshore Estate Ikoyi Lagos,Furnished 4 Bedroom Duplex At Ikoyi,4 beds,5 baths,5 Toilets
"550,000",13,2 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT,Oremeji street off holy savioirs Kogberegbe Street Isolo Lagos,Decent 2 Bedroom Flat All Rooms Ensuite 550k Prepaid Meter @ Isolo Off Osolo Way (FREE INSPECTION),2 beds,2 baths,3 Toilets
"3,000,000",1,3 BEDROOM BOYS QUARTERS FLAT / APARTMENT FOR RENT,Dideolu Estate Victoria Island Lagos,16 Units Of 3 Bedroom Apartments + BQ,3 beds,3 baths,4 Toilets
"1,200,000",5,3 BEDROOM OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,"Off Montgomery Road, Sabo, Yaba. Sabo Yaba Lagos",3 Bedroom Bungalow Office Space + 2 Big Storage Rooms ,3 beds,1 baths,1 Toilets
"3,500,000",12,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,"Orchid, Lekki Lekki Lagos",Brand new 4 bedroom semi detached duplex with a bq ,4 beds,4 baths,5 Toilets
"1,400,000",9,2 BEDROOM FLAT / APARTMENT FOR RENT,Inside an estate Ogudu Lagos,Very Clean 2 Bedroom Apartment For Rent In An Estate In ogudu ,2 beds,2 baths,3 Toilets
"3,000,000",9,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT, Lekki Phase 2 Lekki Lagos," 4 bedroom semi detached duplex with a bq in a fully serviced estate with 24hrs power, gym and pool",4 beds,4 baths,5 Toilets
"1,600,000",11,3 BEDROOM FLAT / APARTMENT FOR RENT,Chevyview Estate Chevron Lekki Lagos,Serviced 3 Bedroom Apartment,3 beds,3 baths,4 Toilets
"6,500,000",8,4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Awuse Estate Salvation Opebi Ikeja Opebi Ikeja Lagos,A Well Furnished 4 Bedrooms Duplex With BQ In A Serene Neighborhood,4 beds,5 baths,5 Toilets
"900,000",8,3 BEDROOM FLAT / APARTMENT FOR RENT,University View Estate Opposite Lagos Business School (LBS) Off Lekki Epe Expressway Ajah Lagos, Neat 3 Bedroom Flat,3 beds,3 baths,4 Toilets
"5,000,000",8,5 BEDROOM DETACHED DUPLEX HOUSE FOR RENT, Osapa London Lekki Lagos,A Brand New 5 Bedroom Fully Detached Duplex,5 beds,5 baths,5 Toilets
"900,000",6,2 BEDROOM FLAT / APARTMENT FOR RENT,Shalom estate Apple Junction Amuwo Odofin Lagos,Brand New 2 Bed Room Flat,2 beds,3 baths,3 Toilets
"1,000,000",23,3 BEDROOM FLAT / APARTMENT FOR RENT,"University View Estate, Opposite Lagos Business School (LBS) Ajah Lagos",Newly Built 3 Bedroom Flat with Excellent Finishing ,3 beds,3 baths,4 Toilets
"1,300,000",5,2 BEDROOM FLAT / APARTMENT FOR RENT, Ogudu Road Ojota Lagos,Newly Renovated 2 Bedroom Apartment For Rent At Ogudu ,2 beds, baths, Toilets
"16,000,000",14,5 BEDROOM DETACHED DUPLEX HOUSE FOR RENT, Banana Island Ikoyi Lagos,"Newly Built 5 Bedroom Detached Houses With Bq, Fitted Kitchen, Rooftop Sit-Out, In A Serviced Mini Estate With Swimming Pool At Banana Island Road Ikoyi,Lagos.",5 beds,5 baths,6 Toilets
"4,500,000",8,5 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Bridgegate estate Agungi Lekki Lagos,Very spacious 5 bedroom semi detached duplex with a Bq for Rent ,5 beds,5 baths,6 Toilets
"4,000,000",1,4 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT, Oniru Victoria Island Lagos,4 units of 4 Bedroom Terraces with 2 Bedroom BQ. ,4 beds,4 baths,5 Toilets
"1,500,000",4,3 BEDROOM OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,Off Awolowo Way Ikeja Awolowo Way Ikeja Lagos,A Renovated 3 Bedrooms Apartment In A Serene Neighborhood,3 beds,3 baths,3 Toilets
"4,500,000",10,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT, Ikate Lekki Lagos,A Fully Serviced 4 Bedroom Terrace Duplex With Bq,4 beds,4 baths,4 Toilets
"900,000",20,2 BEDROOM FLAT / APARTMENT FOR RENT,Fara Park Off Lekki Epe Expressway Ajah Lagos,Newly Built 2 Bedroom Flats With Excellent Finishing,2 beds,2 baths,3 Toilets
"550,000",6,1 BEDROOM MINI FLAT BLOCKS OF FLATS HOUSE FOR RENT,Durojayie Lawanson Surulere Lagos,Lovely mini flat ,1 beds,1 baths,2 Toilets
"3,000,000",17,4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,"Dobys Haven, Estate Ikota Lekki Lagos",A 4 Bedroom fully Detached Duplex with BQ ,4 beds,4 baths,4 Toilets
"2,000,000",17,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,"Iwaya, Yaba, Lagos. Iwaya Yaba Lagos",Renovated 4 Bedroom all rooms ensuite Semi-Detached Duplex ,4 beds,4 baths,5 Toilets
"1,000,000",11,2 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT, Onipanu Shomolu Lagos,Brand New!!! Clean 2 Bedroom Ensuite Flat In Onipanu For Rent ,2 beds, baths, Toilets
"600,000",6,1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT,Tarred road ago palace way Isolo Lagos,Brand New A Room And Parlour Self Contained,1 beds,2 baths,2 Toilets
"300,000",26,FLAT / APARTMENT FOR RENT,"By Onike-Roundabout, Onike, Yaba, Lagos. Onike Yaba Lagos",New One Room Self-Contained Female Hostel, beds, baths, Toilets
"3,500,000",,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT, Lekki Lagos,Brand New 4 Bedroom Semi Detached Duplex With A Bq For Rent In Orchid Rent 3.5m Agency 10% Legal 10% Caution 200k,4 beds, baths, Toilets
"1,000,000",5,3 BEDROOM FLAT / APARTMENT FOR RENT,Off Iwaya Road Onike Yaba Lagos,"Newly Built, Well Furnished 3 Bedroom Flat Plus Lobby In Onike, Off Iwaya, Yaba For Rent",3 beds, baths,3 Toilets
"1,000,000",7,2 BEDROOM FLAT / APARTMENT FOR RENT,Off Abiba Ajose ogudu Ogudu Gra Ogudu Lagos,Renovated Spacious 2bedroom Ogudu Gra,2 beds,2 baths,2 Toilets
"10,000,000",10,5 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,A Series Lekki Lagos,5bedroom semi detached duplex ,5 beds,5 baths,6 Toilets
"800,000",6,1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT,Off Admiralty way Lekki Phase 1 Lekki Lagos,Spacious Room Self Con,1 beds,1 baths,1 Toilets
"800,000",5,2 BEDROOM FLAT / APARTMENT FOR RENT,"Mobil road, llaje, Ajah Ilaje Ajah Lagos",Unique 2 Bedroom Apartment For Rent At Mobil Road Ilaje Ajah,2 beds, baths, Toilets
"1,800,000",10,2 BEDROOM DETACHED DUPLEX HOUSE FOR RENT,Merit Estate Adeniyi Jones Ikeja Adeniyi Jones Ikeja Lagos,A Detached 2 Bedrooms Duplex With BQ In A Serene Neighborhood,2 beds,3 baths,3 Toilets
"2,500,000",6,2 BEDROOM FLAT / APARTMENT FOR RENT,"Gated street, Ikate Elegushi Ikate Lekki Lagos",Serviced 2 Bedroom Apartment At Ikate Elegushi,2 beds,2 baths,3 Toilets
"1,000,000",9,3 BEDROOM FLAT / APARTMENT FOR RENT,"Alagomeji, Yaba. Alagomeji Yaba Lagos",Spacious 3 Bedroom Flat For Residential Or Office Use,3 beds,2 baths,2 Toilets
"1,300,000",11,2 BEDROOM FLAT / APARTMENT FOR RENT, Phase 1 Gbagada Lagos,Standard Units Of 2 Bedroom Apartment With Different Price Range Available For Rent At Gbagada Phase 1,2 beds, baths, Toilets
"10,800,000",17,10 BEDROOM HOUSE FOR RENT,"Town Planning Estate, Ilupeju, Lagos. Town Planning Way Ilupeju Lagos",Newly Renovated House Of 4 Units Of 3 Bedroom Flats,10 beds,10 baths,10 Toilets
"1,000,000",12,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Gated Estate Abijo Ajah Lagos,4 Bedroom Duplex At Abijo GRA,4 beds,3 baths,4 Toilets
"2,500,000",20,SEMI DETACHED DUPLEX HOUSE FOR RENT,Lawrence Daniel close Ajao Estate Isolo Lagos,Newly Renovated Decent 5 Bedroom Semi Detached Duplex With A Room BQ 2.5M Negotiable (FREE INSPECTION), beds,5 baths,5 Toilets
"2,000,000",10,3 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Akora Estate Adeniyi Jones Ikeja Lagos,Semi Detached 3bedroom Duplex With B/Q In The Serene Neighborhood,3 beds,4 baths,4 Toilets
"6,500,000",13,3 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Off 2nd Avenue Old Ikoyi Ikoyi Lagos,3 Bedroom Flat For Rent,3 beds,3 baths,4 Toilets
"400,000",11,SELF CONTAIN FLAT / APARTMENT FOR RENT,Off University of Lagos Road Abule Oja Yaba Lagos,Neat One Room Selfcontained Flat With Car Park, beds, baths, Toilets
"500,000",4,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,Off Nnobi street Kilo Marsha Surulere Lagos,Newly Renovated Miniflat Upstairs,1 beds,1 baths,1 Toilets
"3,500,000",8,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT, Chevron Lekki Lagos,4 Bedroom Semi Detached Duplex With A Bq For Rent,4 beds,4 baths,5 Toilets
"800,000",7,2 BEDROOM FLAT / APARTMENT FOR RENT,Off Ishaga road Idi Araba Surulere Lagos,Tastefully Finished All Rooms Ensuit 2bedroom Idi Araba,2 beds,2 baths,3 Toilets
"500,000",6,2 BEDROOM FLAT / APARTMENT FOR RENT,Off karounwi Kilo Marsha Surulere Lagos,Newly Renovated Spacious 2bedroom Kilo,2 beds,2 baths,2 Toilets
"350,000",3,1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT,St finbarr road Akoka Yaba Lagos,Newly Built Roomself Serviced Akoka,1 beds,1 baths,1 Toilets
"3,500,000",20,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Gbagada Phase 2 Estate Phase 2 Gbagada Lagos,Newly Built 4 Bedroom all rooms ensuite Terrace House ,4 beds,4 baths,5 Toilets
"700,000",5,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,mobil road Ilaje Ajah Lagos,A Brand New Mini Flats,1 beds,1 baths,1 Toilets
"800,000",11,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT, Osapa London Lekki Lagos,An EXCELLENT FINISHED 1 BEDROOM FLAT,1 beds,1 baths,1 Toilets
"2,000,000",9,3 BEDROOM FLAT / APARTMENT FOR RENT, Ikate Lekki Lagos,Newly Built Fully Serviced 3 Bedroom Ensuite Flat With Boys Quarters In Ikate For Rent,3 beds, baths, Toilets
"1,000,000",9,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,Jakande Traffic light area Jakande Lekki Lagos,Lovely 1 Bedroom Apartment On 2nd Floor,1 beds,1 baths,1 Toilets
"2,600,000",9,3 BEDROOM FLAT / APARTMENT FOR RENT,Oladimeji Alo street lekki phase 1 Lekki Phase 1 Lekki Lagos,Self Service 3bedroom Flat,3 beds,3 baths,4 Toilets
"450,000",5,1 BEDROOM MINI FLAT SHARED APARTMENT FLAT / APARTMENT FOR RENT,"Gated Close, off Kusenla road Ikate Lekki Lagos",Room Self Con In A 2 Bedroom Shared Apartment At Ikate,1 beds,1 baths,1 Toilets
"3,500,000",4,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Oral estate Oral Estate Lekki Lagos,"8 Units Of 4 Bedroom Serviced Terrace With A Room BQ, Children's Playground And Good Power Supply @ Oral Estate",4 beds,4 baths,4 Toilets
"400,000",5,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,Ibidun Western Avenue Surulere Lagos,Mini flat for rent ,1 beds,1 baths,1 Toilets
"2,500,000",8,2 BEDROOM FLAT / APARTMENT FOR RENT, Osapa London Lekki Lagos,A Brand New 2 Bedroom Apartment,2 beds,2 baths,2 Toilets
"600,000",13,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,Good news Estate gate 2 Sangotedo Ajah Lagos,A Newly built Mini flat ,1 beds,1 baths,1 Toilets
"650,000",5,1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT,"Igbara, Off Lekki Beach Road Jakande Lekki Lagos",Very Neat Mini Flat ,1 beds,2 baths,1 Toilets
"600,000",8,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,Off Alvis street Lawanson Surulere Lagos,New mini flat ,1 beds,1 baths,1 Toilets
"3,000,000",19,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT, Ikota Lekki Lagos,BRAND NEW FOUR BEDROOM TERRACE DUPLEX,4 beds,4 baths,5 Toilets
"3,000,000",8,3 BEDROOM FLAT / APARTMENT FOR RENT,Ihutanyi Street Oniru Victoria Island Lagos,Very Lovely 3 Bedroom Apartment For Rent At Oniru Estate ,3 beds, baths, Toilets
"2,700,000",25,3 BEDROOM SHARED APARTMENT FLAT / APARTMENT FOR RENT,26a Emina Crescent off Toyin Street Toyin Street Ikeja Lagos,"Newly Renovated 3 Bedroom Flat, Fully Tiled, All Room En-Suite, Fully Fitted Kitchen Etc",3 beds,3 baths,4 Toilets
"4,000,000",6,3 BEDROOM FLAT / APARTMENT FOR RENT,George Enohmoh Lekki Phase 1 Lekki Lagos,A Self-Serviced 3 Bedroom Flat With BQ In A Big Compound @ George Enohmoh Lekki Phase 1,3 beds,3 baths,3 Toilets
"1,800,000",14,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT, Medina Gbagada Lagos,"Just Out!!! Elegantly Built 4 Bedroom Terraced Duplex At Medina Estate, Gbagada",4 beds, baths, Toilets
"1,800,000",14,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,chisco Ikate Lekki Lagos,A A Standard Luxurious 1 Bedroom Apartment,1 beds,1 baths,1 Toilets
"450,000",4,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,Off Nnobi Kilo Marsha Surulere Lagos,Clean and spacious miniflat ,1 beds,1 baths,1 Toilets
"1,000,000",12,2 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT, Ogudu Lagos,Nicely Built 2 Bedroom Duplex For Rent At Ogudu ,2 beds,2 baths,3 Toilets
"2,000,000",4,3 BEDROOM FLAT / APARTMENT FOR RENT,Yabatech Quarters Estate Yaba Lagos,3 Bedroom Serviced Apartment (Upstairs),3 beds,3 baths,4 Toilets
"300,000",8,1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT,Canal estate okota Ago Palace Okota Lagos,Standard self-contained ,1 beds,1 baths,1 Toilets
"800,000",7,2 BEDROOM FLAT / APARTMENT FOR RENT,Good news Estate gate 2 Sangotedo Ajah Lagos,A Newly Built 2 Bedroom Flat,2 beds,2 baths,2 Toilets
"400,000",6,SELF CONTAIN FLAT / APARTMENT FOR RENT,Off Ayilara street Western Avenue Surulere Lagos,Newly Built Roomself Upstairs, beds,1 baths,1 Toilets
"4,000,000",13,3 BEDROOM FLAT / APARTMENT FOR RENT,Odudu Eleyiwo Oniru Victoria Island Lagos,Newly Built 3 Bedroom Apartments + BQ,3 beds,3 baths,4 Toilets
"75,000,000",4,2 BEDROOM TERRACED DUPLEX HOUSE FOR RENT, Lekki Phase 1 Lekki Lagos,2 Bedroom Pent House,2 beds,2 baths,3 Toilets
"1,200,000",14,2 BEDROOM FLAT / APARTMENT FOR RENT,"Near Access Bank, Ado Road Ado Ajah Lagos",A EXCELLENT FINISHED 2 BEDROOM FLAT ,2 beds,2 baths,2 Toilets
"11,000,000",26,2 BEDROOM FLAT / APARTMENT FOR RENT,along 2nd avenue Banana Island Ikoyi Lagos,Nice 2 Bedrooms Flat,2 beds,2 baths,3 Toilets
"3,500,000",14,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT, Ikota Lekki Lagos,Newly Built Brand New Tastefully Furnished 4 Bedrooms Terrace In An Exclusive Safe Estate Ikota GRA.,4 beds, baths, Toilets
"1,200,000",11,2 BEDROOM FLAT / APARTMENT FOR RENT,Divine estate amuwo odofin Amuwo Odofin Lagos,Finished 2 bed room flat upstair ,2 beds,3 baths,3 Toilets
"3,000,000",19,4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Off Orchid Hotel road by Chevron Toll gate Chevron Lekki Lagos,Newly built 4 bedroom terrace duplex ,4 beds,4 baths,5 Toilets
"700,000",12,3 BEDROOM FLAT / APARTMENT FOR RENT,Lambe str Isolo Lagos,3bed Room Flat,3 beds,4 baths,4 Toilets
"420,000",2,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,"Montgomery Road, Sabo, Yaba. Sabo Yaba Lagos",Serviced Open Plan Commercial Space , beds, baths, Toilets
"4,000,000",8,4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT, Ikota Lekki Lagos,A Brand New 4 Bedroom Semi-Detached Duplex,4 beds,4 baths,4 Toilets
"30,000,000",10,2 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT, Onike Yaba Lagos,"Serviced, Fully Furnished 2 Bedroom Flat With Stable Power Supply In Onike, Yaba For Sale",2 beds, baths, Toilets
"1,200,000",9,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,Serene area off Oba Gemini Elegushi rd Ikate Lekki Lagos,1 Bedroom Mini Flat BQ. Bungalow With Study Room,1 beds,1 baths,1 Toilets
"800,000",5,3 BEDROOM FLAT / APARTMENT FOR RENT,Mayfair (Gbetu) Awoyaya Ajah Lagos,Decent 2 Units Of 3 Bedroom Apartment For Rent At Awoyaya Rd Ajah,3 beds, baths,3 Toilets
"12,000,000",5,OFFICE SPACE COMMERCIAL PROPERTY FOR RENT,"Ikorodu road, Anthony Ikorodu Road(ilupeju) Ilupeju Lagos","An Executive Serviced Office Space (Deloitte) On 1st Floor, 5th Floor And 6th Floor Penthouse @ Anthony, Ikorodu Road", beds, baths, Toilets
"2,500,000",6,5 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Off Osolo way Ajao estate Ajao Estate Isolo Lagos,Decent 5 bedroom semi detached duplex with Bq 2.5M (Negotiable) ,5 beds,5 baths,5 Toilets
"1,800,000",19,2 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,Olutoye estate Adeniyi Jones Ikeja Lagos,2bedroom Duplex With B/Q In Serene Neighborhood,2 beds,3 baths,3 Toilets
"3,500,000",6,3 BEDROOM FLAT / APARTMENT FOR RENT,off Oladimeji alo street lekki phase1 Lekki Phase 1 Lekki Lagos,Brand new 3bedrooms flat ,3 beds,3 baths,4 Toilets
"15,000,000",44,4 BEDROOM PENTHOUSE FLAT / APARTMENT FOR RENT,Best Luxury Banana Island Ikoyi Lagos,Newly Built 4 Bedroom Super Classic Luxury High Rise Penthouse Banana Island,4 beds,4 baths,5 Toilets
"800,000",13,3 BEDROOM FLAT / APARTMENT FOR RENT,Off karounwi road. Ikate Surulere Lagos,Lovely 3 Bedroom Apartment For Rent At karounwi Rd. Ikate. Surulere ,3 beds, baths,3 Toilets
"2,500,000",1,3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,"Gbangbala, ikate Elegushi Ikate Lekki Lagos","Self Serviced 3 Bedroom Terrace @ Gbangbala Ikate, Elegushi",3 beds,3 baths,3 Toilets
"1,200,000",9,3 BEDROOM SELF CONTAIN FLAT / APARTMENT FOR RENT,Jayeiola ajatta street Ajao Estate Isolo Lagos,Neat and beautiful self compound 3 bed room in a very secured and serene community ,3 beds,2 baths,2 Toilets
"13,000,000",21,3 BEDROOM FLAT / APARTMENT FOR RENT, Banana Island Ikoyi Lagos,A Newly Built 6 Units Of Luxury Water Front 3 Bedroom Flat With Excellent Facilities,3 beds,3 baths,4 Toilets
"1,300,000",7,3 BEDROOM FLAT / APARTMENT FOR RENT,Off Alpha Beach Road Igbo Efon Lekki Lagos,Spacious 3 Bedroom Apartment On Upper Floor,3 beds,2 baths,3 Toilets
"500,000",1,1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT,"Thorborn Avenue, Close to Ozone Cinames, Sabo, Yaba. Sabo Yaba Lagos",Executive Mini flat ,1 beds,1 baths,1 Toilets
"5,000,000",10,5 BEDROOM TERRACED DUPLEX HOUSE FOR RENT,Off Babatunde Anjos Lekki Phase 1 Lekki Lagos,Serviced 5bedroom Terrace With A Room Bq,5 beds,5 baths,6 Toilets
"400,000",3,HOUSE FOR RENT,Fara Park Lekki Lagos,Newly Built Room Self Contained With Excellent Finishing, beds,1 baths,1 Toilets
"2,200,000",14,3 BEDROOM FLAT / APARTMENT FOR RENT,Gated and Secured Area Ikate Lekki Lagos,Newly Built 3 Bedroom Apartment,3 beds,3 baths,4 Toilets
"1,700,000",13,3 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT,"Off Hughes Avenue, Alagomeji, Yaba. Alagomeji Yaba Lagos",3 Bedroom Duplex,3 beds,2 baths,2 Toilets
"600,000",7,1 BEDROOM MINI FLAT SHARED APARTMENT FLAT / APARTMENT FOR RENT,Chevyview Estate Idado Lekki Lagos,Room Self Con In A Shared Apartment,1 beds,1 baths,1 Toilets
